school_code,date,meal,served_total,offered_total,planned_total,discarded_total,leftover_total,production_cost_total,discarded_cost_total,school_name,region,region_num,school_level,distribution_kitchen,fns_area,cep,school_name_norm,cost_per_meal,deviation_vs_planned,waste_qty,waste_rate,discarded_cost_per_meal,year,month,week,day
214,2025-05-14,Breakfast,0.0,0.0,1574.0,0.0,132.0,653.6800000000001,0.0,Hollin Meadows Elementary,Region 3,3,ES,Mount Vernon,6,1,HOLLIN MEADOWS ES,0.0,-1574.0,132.0,0.0,0.0,2025,5,20,14
156,2025-05-14,Breakfast,0.0,22.0,448.0,0.0,206.0,129.76,0.0,Rolling Valley Elementary,Region 4,4,ES,South County,7,0,ROLLING VALLEY ES,0.0,-448.0,206.0,9.363636363636363,0.0,2025,5,20,14
251,2025-05-14,Breakfast,0.0,0.0,206.0,0.0,208.0,53.18,0.0,Rocky Run Middle,Region 5,5,MS,Westfield,10,0,ROCKY RUN MS,0.0,-206.0,208.0,0.0,0.0,2025,5,20,14
164,2025-05-14,Lunch,104.0,50.0,3826.0,7334.0,992.0,2040.48,33.04,Lynbrook Elementary,Region 6,6,ES,Hayfield,9,1,LYNBROOK ES,19.62,-3722.0,7334.0,146.68,0.3176923076923076,2025,5,20,14
152,2025-05-14,Breakfast,0.0,0.0,202.0,0.0,306.0,67.7,0.0,West Springfield Elementary,Region 4,4,ES,South County,7,0,WEST SPRINGFIELD ES,0.0,-202.0,306.0,0.0,0.0,2025,5,20,14
152,2025-05-14,Lunch,10.0,0.0,1252.0,3424.0,810.0,761.08,4.18,West Springfield Elementary,Region 4,4,ES,South County,7,0,WEST SPRINGFIELD ES,76.108,-1242.0,3424.0,0.0,0.418,2025,5,20,14
123,2025-05-14,Lunch,14.0,440.0,3512.0,4668.0,306.0,975.3,5.42,Bush Hill Elementary,Region 3,3,ES,Hayfield,3,0,BUSH HILL ES,69.66428571428571,-3498.0,4668.0,10.60909090909091,0.3871428571428571,2025,5,20,14
500,2025-05-14,Breakfast,14.0,52.0,1664.0,2766.0,104.0,367.64,6.38,Fairfax High,Region 5,5,HS,Chantilly,1,0,FAIRFAX HS,26.26,-1650.0,2766.0,53.19230769230769,0.4557142857142857,2025,5,20,14
500,2025-05-14,Lunch,58.0,146.0,8362.0,20936.0,1686.0,3218.24,13.76,Fairfax High,Region 5,5,HS,Chantilly,1,0,FAIRFAX HS,55.486896551724136,-8304.0,20936.0,143.3972602739726,0.2372413793103448,2025,5,20,14
147,2025-05-14,Lunch,8.0,24.0,6956.0,316.0,0.0,1859.44,3.04,Braddock Elementary,Region 6,6,ES,Falls Church,9,1,BRADDOCK ES,232.43,-6948.0,316.0,13.166666666666666,0.38,2025,5,20,14
383,2025-05-14,Lunch,56.0,182.0,1958.0,23842.0,524.0,1021.54,14.86,Terra Centre Elementary,Region 4,4,ES,South County,9,0,TERRA CENTRE ES,18.241785714285715,-1902.0,23842.0,131.0,0.2653571428571428,2025,5,20,14
245,2025-05-14,Breakfast,0.0,0.0,1006.0,0.0,82.0,588.8199999999999,0.0,London Towne Elementary,Region 5,5,ES,Westfield,8,1,LONDON TOWNE ES,0.0,-1006.0,82.0,0.0,0.0,2025,5,20,14
245,2025-05-14,Lunch,30.0,130.0,6214.0,3370.0,588.0,2588.1200000000003,4.04,London Towne Elementary,Region 5,5,ES,Westfield,8,1,LONDON TOWNE ES,86.27066666666668,-6184.0,3370.0,25.923076923076923,0.1346666666666666,2025,5,20,14
131,2025-05-14,Lunch,16.0,0.0,6240.0,3586.0,2720.0,2635.44,11.7,Frost Middle,Region 5,5,MS,Chantilly,1,0,FROST MS,164.715,-6224.0,3586.0,0.0,0.73125,2025,5,20,14
131,2025-05-14,Breakfast,0.0,0.0,438.0,0.0,280.0,150.45999999999998,0.0,Frost Middle,Region 5,5,MS,Chantilly,1,0,FROST MS,0.0,-438.0,280.0,0.0,0.0,2025,5,20,14
106,2025-05-14,Lunch,0.0,20.0,2202.0,0.0,1108.0,1372.34,0.0,Sleepy Hollow Elementary,Region 2,2,ES,Falls Church,2,1,SLEEPY HOLLOW ES,0.0,-2202.0,1108.0,55.4,0.0,2025,5,20,14
106,2025-05-14,Breakfast,0.0,0.0,1494.0,0.0,146.0,466.16,0.0,Sleepy Hollow Elementary,Region 2,2,ES,Falls Church,2,1,SLEEPY HOLLOW ES,0.0,-1494.0,146.0,0.0,0.0,2025,5,20,14
87,2025-05-14,Lunch,16.0,28.0,1868.0,13428.0,498.0,1098.02,11.7,Fairhill Elementary,Region 2,2,ES,Marshall,5,0,FAIRHILL ES,68.62625,-1852.0,13428.0,479.57142857142856,0.73125,2025,5,20,14
87,2025-05-14,Breakfast,0.0,4.0,352.0,0.0,82.0,189.18,0.0,Fairhill Elementary,Region 2,2,ES,Marshall,5,0,FAIRHILL ES,0.0,-352.0,82.0,20.5,0.0,2025,5,20,14
456,2025-05-14,Lunch,2.0,260.0,2502.0,370.0,1106.0,1215.1,2.42,Belvedere Elementary,Region 2,2,ES,Falls Church,2,0,BELVEDERE ES,607.55,-2500.0,370.0,1.4230769230769231,1.21,2025,5,20,14
406,2025-05-14,Breakfast,0.0,42.0,252.0,0.0,114.0,104.74,0.0,Kings Glen Elementary,Region 4,4,ES,Chantilly,9,0,KINGS GLEN ES,0.0,-252.0,114.0,2.7142857142857144,0.0,2025,5,20,14
111,2025-05-14,Lunch,44.0,0.0,7106.0,8000.0,1494.0,2653.04,0.0,Holmes Middle,Region 6,6,MS,Hayfield,3,1,HOLMES MS,60.29636363636364,-7062.0,8000.0,0.0,0.0,2025,5,20,14
111,2025-05-14,Breakfast,0.0,0.0,2176.0,0.0,728.0,1069.2,0.0,Holmes Middle,Region 6,6,MS,Hayfield,3,1,HOLMES MS,0.0,-2176.0,728.0,0.0,0.0,2025,5,20,14
33,2025-05-14,Breakfast,0.0,36.0,334.0,0.0,96.0,148.58,0.0,Haycock Elementary,Region 2,2,ES,Marshall,5,0,HAYCOCK ES,0.0,-334.0,96.0,2.6666666666666665,0.0,2025,5,20,14
33,2025-05-14,Lunch,4.0,40.0,1792.0,728.0,314.0,971.12,0.28,Haycock Elementary,Region 2,2,ES,Marshall,5,0,HAYCOCK ES,242.78,-1788.0,728.0,18.2,0.07,2025,5,20,14
436,2025-05-14,Breakfast,0.0,0.0,1752.0,0.0,406.0,562.38,0.0,Centre Ridge Elementary,Region 4,4,ES,Westfield,8,1,CENTRE RIDGE ES,0.0,-1752.0,406.0,0.0,0.0,2025,5,20,14
122,2025-05-14,Breakfast,0.0,6.0,350.0,0.0,206.0,154.0,0.0,Franconia Elementary,Region 3,3,ES,Hayfield,3,0,FRANCONIA ES,0.0,-350.0,206.0,34.333333333333336,0.0,2025,5,20,14
122,2025-05-14,Lunch,0.0,178.0,1542.0,0.0,974.0,716.6,0.0,Franconia Elementary,Region 3,3,ES,Hayfield,3,0,FRANCONIA ES,0.0,-1542.0,974.0,5.47191011235955,0.0,2025,5,20,14
436,2025-05-14,Lunch,4.0,12.0,2208.0,202.0,2756.0,1414.7,1.52,Centre Ridge Elementary,Region 4,4,ES,Westfield,8,1,CENTRE RIDGE ES,353.675,-2204.0,202.0,16.833333333333332,0.38,2025,5,20,14
123,2025-05-14,Breakfast,6.0,2.0,712.0,1200.0,98.0,220.64,1.02,Bush Hill Elementary,Region 3,3,ES,Hayfield,3,0,BUSH HILL ES,36.77333333333333,-706.0,1200.0,600.0,0.17,2025,5,20,14
213,2025-05-14,Breakfast,0.0,0.0,364.0,0.0,222.0,108.86,0.0,Waynewood Elementary,Region 3,3,ES,Mount Vernon,6,0,WAYNEWOOD ES,0.0,-364.0,222.0,0.0,0.0,2025,5,20,14
50,2025-05-14,Breakfast,6.0,0.0,894.0,1634.0,384.0,318.34000000000003,2.74,Oakton High,Region 1,1,HS,Chantilly,1,0,OAKTON HS,53.05666666666667,-888.0,1634.0,0.0,0.4566666666666667,2025,5,20,14
213,2025-05-14,Lunch,0.0,0.0,1386.0,0.0,852.0,653.9,0.0,Waynewood Elementary,Region 3,3,ES,Mount Vernon,6,0,WAYNEWOOD ES,0.0,-1386.0,852.0,0.0,0.0,2025,5,20,14
66,2025-05-14,Lunch,44.0,0.0,1774.0,16924.0,328.0,666.9599999999999,20.6,Cunningham Park Elementary,Region 1,1,ES,Marshall,5,0,CUNNINGHAM PARK ES,15.158181818181816,-1730.0,16924.0,0.0,0.4681818181818181,2025,5,20,14
241,2025-05-14,Lunch,16.0,60.0,2624.0,7338.0,844.0,1329.08,5.14,Stone Middle,Region 5,5,MS,Westfield,8,0,STONE MS,83.0675,-2608.0,7338.0,122.3,0.32125,2025,5,20,14
282,2025-05-14,Breakfast,34.0,0.0,1362.0,8646.0,114.0,547.74,22.34,Clearview Elementary,Region 1,1,ES,Herndon,4,0,CLEARVIEW ES,16.11,-1328.0,8646.0,0.0,0.6570588235294118,2025,5,20,14
282,2025-05-14,Lunch,72.0,98.0,2504.0,10090.0,556.0,2416.9,26.72,Clearview Elementary,Region 1,1,ES,Herndon,4,0,CLEARVIEW ES,33.56805555555556,-2432.0,10090.0,102.95918367346938,0.3711111111111111,2025,5,20,14
173,2025-05-14,Lunch,0.0,24.0,3128.0,0.0,292.0,1302.66,0.0,Fairfax Villa Elementary,Region 5,5,ES,Chantilly,1,0,FAIRFAX VILLA ES,0.0,-3128.0,292.0,12.166666666666666,0.0,2025,5,20,14
173,2025-05-14,Breakfast,0.0,0.0,608.0,0.0,92.0,191.96,0.0,Fairfax Villa Elementary,Region 5,5,ES,Chantilly,1,0,FAIRFAX VILLA ES,0.0,-608.0,92.0,0.0,0.0,2025,5,20,14
140,2025-05-14,Lunch,150.0,104.0,12566.0,16382.0,2252.0,3530.8199999999997,41.36,Annandale High,Region 6,6,HS,Falls Church,9,1,ANNANDALE HS,23.5388,-12416.0,16382.0,157.51923076923077,0.2757333333333333,2025,5,20,14
229,2025-05-14,Breakfast,0.0,0.0,1732.0,0.0,204.0,342.62,0.0,Woodley Hills Elementary,Region 3,3,ES,Mount Vernon,6,1,WOODLEY HILLS ES,0.0,-1732.0,204.0,0.0,0.0,2025,5,20,14
200,2025-05-14,Breakfast,0.0,0.0,3788.0,0.0,1292.0,1265.12,0.0,West Potomac High,Region 3,3,HS,Mount Vernon,6,0,WEST POTOMAC HS,0.0,-3788.0,1292.0,0.0,0.0,2025,5,20,14
200,2025-05-14,Lunch,0.0,0.0,10130.0,0.0,5274.0,4123.14,0.0,West Potomac High,Region 3,3,HS,Mount Vernon,6,0,WEST POTOMAC HS,0.0,-10130.0,5274.0,0.0,0.0,2025,5,20,14
67,2025-05-14,Breakfast,0.0,6.0,498.0,0.0,108.0,137.76,0.0,Louise Archer Elementary,Region 1,1,ES,Chantilly,1,0,LOUISE ARCHER ES,0.0,-498.0,108.0,18.0,0.0,2025,5,20,14
62,2025-05-14,Breakfast,2.0,22.0,214.0,1334.0,192.0,71.67999999999999,1.06,Vienna Elementary,Region 1,1,ES,Marshall,10,0,VIENNA ES,35.839999999999996,-212.0,1334.0,60.63636363636363,0.53,2025,5,20,14
67,2025-05-14,Lunch,52.0,146.0,2402.0,12666.0,686.0,906.1,21.2,Louise Archer Elementary,Region 1,1,ES,Chantilly,1,0,LOUISE ARCHER ES,17.425,-2350.0,12666.0,86.75342465753425,0.4076923076923077,2025,5,20,14
25,2025-05-14,Lunch,16.0,492.0,1536.0,8682.0,492.0,371.98,10.66,Franklin Sherman Elementary,Region 2,2,ES,Marshall,5,0,FRANKLIN SHERMAN ES,23.24875,-1520.0,8682.0,17.646341463414632,0.66625,2025,5,20,14
397,2025-05-14,Breakfast,4.0,14.0,764.0,1142.0,418.0,284.34000000000003,1.64,Daniels Run Elementary,Region 5,5,ES,Chantilly,1,0,DANIELS RUN ES,71.08500000000001,-760.0,1142.0,81.57142857142857,0.41,2025,5,20,14
229,2025-05-14,Lunch,0.0,0.0,3754.0,0.0,1662.0,1401.12,0.0,Woodley Hills Elementary,Region 3,3,ES,Mount Vernon,6,1,WOODLEY HILLS ES,0.0,-3754.0,1662.0,0.0,0.0,2025,5,20,14
250,2025-05-14,Lunch,18.0,2852.0,11446.0,20000.0,6048.0,3163.06,0.0,CHANTILLY HS,Region 5,5,HS,Chantilly,1,0,CHANTILLY HS,175.72555555555556,-11428.0,20000.0,7.012622720897616,0.0,2025,5,20,14
221,2025-05-14,Breakfast,0.0,0.0,1116.0,0.0,428.0,458.46,0.0,Whitman Middle School,Region 3,3,MS,Mount Vernon,6,1,WHITMAN MS,0.0,-1116.0,428.0,0.0,0.0,2025,5,20,14
250,2025-05-14,Breakfast,8.0,70.0,1038.0,1666.0,626.0,281.54,4.24,CHANTILLY HS,Region 5,5,HS,Chantilly,1,0,CHANTILLY HS,35.1925,-1030.0,1666.0,23.8,0.53,2025,5,20,14
333,2025-05-14,Breakfast,2.0,4.0,276.0,666.0,36.0,116.9,0.78,Oak Hill Elementary,Region 5,5,ES,Westfield,10,0,OAK HILL ES,58.45,-274.0,666.0,166.5,0.39,2025,5,20,14
333,2025-05-14,Lunch,40.0,8.0,1460.0,12486.0,666.0,685.02,30.52,Oak Hill Elementary,Region 5,5,ES,Westfield,10,0,OAK HILL ES,17.1255,-1420.0,12486.0,1560.75,0.763,2025,5,20,14
407,2025-05-14,Breakfast,0.0,8.0,912.0,0.0,566.0,421.3,0.0,Kings Park Elementary,Region 4,4,ES,Chantilly,9,0,KINGS PARK ES,0.0,-912.0,566.0,70.75,0.0,2025,5,20,14
276,2025-05-14,Lunch,100.0,0.0,3802.0,17448.0,220.0,2416.24,14.7,Herndon Elementary,Region 1,1,ES,Herndon,4,1,HERNDON ES,24.1624,-3702.0,17448.0,0.0,0.147,2025,5,20,14
25,2025-05-14,Breakfast,0.0,52.0,292.0,0.0,178.0,93.3,0.0,Franklin Sherman Elementary,Region 2,2,ES,Marshall,5,0,FRANKLIN SHERMAN ES,0.0,-292.0,178.0,3.423076923076923,0.0,2025,5,20,14
81,2025-05-14,Breakfast,8.0,16.0,516.0,16000.0,520.0,187.08,4.08,Luther Jackson Middle,Region 2,2,MS,Falls Church,2,0,LUTHER JACKSON MS,23.385,-508.0,16000.0,1000.0,0.51,2025,5,20,14
81,2025-05-14,Lunch,0.0,710.0,4746.0,0.0,2408.0,2547.58,0.0,Luther Jackson Middle,Region 2,2,MS,Falls Church,2,0,LUTHER JACKSON MS,0.0,-4746.0,2408.0,3.391549295774648,0.0,2025,5,20,14
62,2025-05-14,Lunch,12.0,476.0,1334.0,7230.0,328.0,447.84,5.98,Vienna Elementary,Region 1,1,ES,Marshall,10,0,VIENNA ES,37.32,-1322.0,7230.0,15.1890756302521,0.4983333333333333,2025,5,20,14
331,2025-05-14,Breakfast,6.0,0.0,282.0,4000.0,130.0,115.44,3.48,Franklin Middle,Region 5,5,MS,Westfield,10,0,FRANKLIN MS,19.24,-276.0,4000.0,0.0,0.58,2025,5,20,14
331,2025-05-14,Lunch,106.0,0.0,3438.0,30736.0,3196.0,1393.14,39.76,Franklin Middle,Region 5,5,MS,Westfield,10,0,FRANKLIN MS,13.142830188679245,-3332.0,30736.0,0.0,0.3750943396226415,2025,5,20,14
251,2025-05-14,Lunch,8.0,0.0,2692.0,3546.0,994.0,1326.12,0.96,Rocky Run Middle,Region 5,5,MS,Westfield,10,0,ROCKY RUN MS,165.765,-2684.0,3546.0,0.0,0.12,2025,5,20,14
431,2025-05-14,Breakfast,0.0,0.0,430.0,0.0,90.0,112.86,0.0,Colin Powell Elementary,Region 4,4,ES,Westfield,8,0,COLIN POWELL ES,0.0,-430.0,90.0,0.0,0.0,2025,5,20,14
431,2025-05-14,Lunch,40.0,6.0,3842.0,4210.0,1524.0,1151.02,5.6,Colin Powell Elementary,Region 4,4,ES,Westfield,8,0,COLIN POWELL ES,28.7755,-3802.0,4210.0,701.6666666666666,0.1399999999999999,2025,5,20,14
433,2025-05-14,Lunch,50.0,0.0,4468.0,12494.0,1380.0,1164.74,6.140000000000001,Centreville Elementary,Region 4,4,ES,Westfield,8,0,CENTREVILLE ES,23.2948,-4418.0,12494.0,0.0,0.1228,2025,5,20,14
433,2025-05-14,Breakfast,6.0,0.0,1270.0,6714.0,154.0,385.44,5.02,Centreville Elementary,Region 4,4,ES,Westfield,8,0,CENTREVILLE ES,64.24,-1264.0,6714.0,0.0,0.8366666666666666,2025,5,20,14
343,2025-05-14,Breakfast,0.0,0.0,1816.0,0.0,148.0,613.28,0.0,Lorton Station Elementary,Region 6,6,ES,South County,7,1,LORTON STATION ES,0.0,-1816.0,148.0,0.0,0.0,2025,5,20,14
343,2025-05-14,Lunch,0.0,104.0,3484.0,0.0,154.0,1238.44,0.0,Lorton Station Elementary,Region 6,6,ES,South County,7,1,LORTON STATION ES,0.0,-3484.0,154.0,1.4807692307692308,0.0,2025,5,20,14
184,2025-05-14,Breakfast,0.0,0.0,326.0,0.0,22.0,141.14,0.0,Hayfield Elementary,Region 6,6,ES,Hayfield,3,0,HAYFIELD ES,0.0,-326.0,22.0,0.0,0.0,2025,5,20,14
184,2025-05-14,Lunch,4.0,20.0,2780.0,490.0,1466.0,682.38,0.76,Hayfield Elementary,Region 6,6,ES,Hayfield,3,0,HAYFIELD ES,170.595,-2776.0,490.0,24.5,0.19,2025,5,20,14
140,2025-05-14,Breakfast,12.0,0.0,3796.0,1378.0,726.0,1615.96,5.140000000000001,Annandale High,Region 6,6,HS,Falls Church,9,1,ANNANDALE HS,134.66333333333333,-3784.0,1378.0,0.0,0.4283333333333334,2025,5,20,14
392,2025-05-14,Lunch,64.0,34.0,3058.0,14934.0,1160.0,874.24,21.26,Oak View Elementary,Region 4,4,ES,South County,7,0,OAK VIEW ES,13.66,-2994.0,14934.0,439.2352941176471,0.3321875,2025,5,20,14
392,2025-05-14,Breakfast,2.0,140.0,500.0,10000.0,232.0,215.58,0.88,Oak View Elementary,Region 4,4,ES,South County,7,0,OAK VIEW ES,107.79,-498.0,10000.0,71.42857142857143,0.44,2025,5,20,14
77,2025-05-14,Lunch,32.0,178.0,2984.0,3276.0,1146.0,845.5600000000001,2.68,Freedom Hill Elementary,Region 5,5,ES,Marshall,5,0,FREEDOM HILL ES,26.42375,-2952.0,3276.0,18.40449438202247,0.08375,2025,5,20,14
77,2025-05-14,Breakfast,0.0,0.0,514.0,0.0,540.0,204.18,0.0,Freedom Hill Elementary,Region 5,5,ES,Marshall,5,0,FREEDOM HILL ES,0.0,-514.0,540.0,0.0,0.0,2025,5,20,14
241,2025-05-14,Breakfast,4.0,4.0,252.0,2666.0,38.0,138.04,2.52,Stone Middle,Region 5,5,MS,Westfield,8,0,STONE MS,34.51,-248.0,2666.0,666.5,0.63,2025,5,20,14
375,2025-05-14,Lunch,4.0,8.0,3436.0,1666.0,794.0,889.0,0.72,Silverbrook Elementary,Region 4,4,ES,South County,7,0,SILVERBROOK ES,222.25,-3432.0,1666.0,208.25,0.18,2025,5,20,14
375,2025-05-14,Breakfast,0.0,0.0,408.0,0.0,246.0,89.58,0.0,Silverbrook Elementary,Region 4,4,ES,South County,7,0,SILVERBROOK ES,0.0,-408.0,246.0,0.0,0.0,2025,5,20,14
281,2025-05-14,Lunch,50.0,30.0,6186.0,16588.0,162.0,2185.18,21.86,Herndon Middle,Region 1,1,MS,Herndon,4,1,HERNDON MS,43.703599999999994,-6136.0,16588.0,552.9333333333333,0.4372,2025,5,20,14
281,2025-05-14,Breakfast,0.0,0.0,2446.0,0.0,228.0,625.5600000000001,0.0,Herndon Middle,Region 1,1,MS,Herndon,4,1,HERNDON MS,0.0,-2446.0,228.0,0.0,0.0,2025,5,20,14
407,2025-05-14,Lunch,0.0,50.0,2892.0,0.0,828.0,1431.06,0.0,Kings Park Elementary,Region 4,4,ES,Chantilly,9,0,KINGS PARK ES,0.0,-2892.0,828.0,16.56,0.0,2025,5,20,14
397,2025-05-14,Lunch,24.0,348.0,3130.0,2116.0,1914.0,1342.76,3.62,Daniels Run Elementary,Region 5,5,ES,Chantilly,1,0,DANIELS RUN ES,55.94833333333333,-3106.0,2116.0,6.080459770114943,0.1508333333333333,2025,5,20,14
66,2025-05-14,Breakfast,0.0,0.0,336.0,0.0,134.0,134.98000000000002,0.0,Cunningham Park Elementary,Region 1,1,ES,Marshall,5,0,CUNNINGHAM PARK ES,0.0,-336.0,134.0,0.0,0.0,2025,5,20,14
50,2025-05-14,Lunch,28.0,34.0,7974.0,5958.0,3852.0,3388.62,10.68,Oakton High,Region 1,1,HS,Chantilly,1,0,OAKTON HS,121.02214285714284,-7946.0,5958.0,175.23529411764707,0.3814285714285715,2025,5,20,14
383,2025-05-14,Breakfast,8.0,14.0,298.0,21000.0,216.0,126.04,1.06,Terra Centre Elementary,Region 4,4,ES,South County,9,0,TERRA CENTRE ES,15.755,-290.0,21000.0,1500.0,0.1325,2025,5,20,14
70,2025-05-14,Lunch,2.0,34.0,6648.0,4000.0,2230.0,3611.42,0.84,MARSHALL HS,Region 5,5,HS,Marshall,5,0,MARSHALL HS,1805.71,-6646.0,4000.0,117.6470588235294,0.42,2025,5,20,14
194,2025-05-14,Lunch,10.0,26.0,2900.0,2278.0,298.0,1241.08,0.56,Rose Hill Elementary,Region 3,3,ES,Hayfield,3,0,ROSE HILL ES,124.108,-2890.0,2278.0,87.61538461538461,0.056,2025,5,20,14
194,2025-05-14,Breakfast,0.0,0.0,1216.0,0.0,172.0,426.6,0.0,Rose Hill Elementary,Region 3,3,ES,Hayfield,3,0,ROSE HILL ES,0.0,-1216.0,172.0,0.0,0.0,2025,5,20,14
337,2025-05-14,Breakfast,38.0,0.0,324.0,42000.0,0.0,81.86,19.82,Crossfield Elementary,Region 1,1,ES,Herndon,4,0,CROSSFIELD ES,2.1542105263157896,-286.0,42000.0,0.0,0.521578947368421,2025,5,20,14
337,2025-05-14,Lunch,40.0,0.0,3568.0,13928.0,0.0,1374.96,28.6,Crossfield Elementary,Region 1,1,ES,Herndon,4,0,CROSSFIELD ES,34.374,-3528.0,13928.0,0.0,0.7150000000000001,2025,5,20,14
327,2025-05-14,Lunch,42.0,26.0,3664.0,11934.0,368.0,1008.06,31.48,Hunters Woods Elementary,Region 1,1,ES,Herndon,10,0,HUNTERS WOODS ES,24.00142857142857,-3622.0,11934.0,459.0,0.7495238095238095,2025,5,20,14
327,2025-05-14,Breakfast,0.0,0.0,520.0,0.0,52.0,203.62,0.0,Hunters Woods Elementary,Region 1,1,ES,Herndon,10,0,HUNTERS WOODS ES,0.0,-520.0,52.0,0.0,0.0,2025,5,20,14
212,2025-05-14,Lunch,0.0,206.0,2174.0,0.0,326.0,942.48,0.0,Stratford Landing Elementary,Region 3,3,ES,Mount Vernon,6,0,STRATFORD LANDING ES,0.0,-2174.0,326.0,1.5825242718446602,0.0,2025,5,20,14
212,2025-05-14,Breakfast,0.0,48.0,644.0,0.0,174.0,248.98,0.0,Stratford Landing Elementary,Region 3,3,ES,Mount Vernon,6,0,STRATFORD LANDING ES,0.0,-644.0,174.0,3.625,0.0,2025,5,20,14
304,2025-05-14,Lunch,108.0,362.0,1238.0,51276.0,208.0,511.5,17.2,Armstrong Elementary,Region 1,1,ES,Herndon,4,0,ARMSTRONG ES,4.736111111111111,-1130.0,51276.0,141.646408839779,0.1592592592592592,2025,5,20,14
191,2025-05-14,Breakfast,6.0,0.0,4688.0,5000.0,172.0,80.82,3.24,Twain Middle,Region 3,3,MS,Hayfield,3,0,TWAIN MS,13.47,-4682.0,5000.0,0.0,0.54,2025,5,20,14
138,2025-05-14,Breakfast,14.0,0.0,856.0,14000.0,114.0,149.82,8.12,Mantua Elementary,Region 5,5,ES,Chantilly,1,0,MANTUA ES,10.70142857142857,-842.0,14000.0,0.0,0.58,2025,5,20,14
191,2025-05-14,Lunch,24.0,52.0,17168.0,4202.0,2876.0,1786.5,5.4,Twain Middle,Region 3,3,MS,Hayfield,3,0,TWAIN MS,74.4375,-17144.0,4202.0,80.8076923076923,0.225,2025,5,20,14
65,2025-05-14,Lunch,44.0,0.0,2654.0,11014.0,914.0,937.76,1.88,Stenwood Elementary,Region 5,5,ES,Marshall,5,0,STENWOOD ES,21.312727272727273,-2610.0,11014.0,0.0,0.0427272727272727,2025,5,20,14
332,2025-05-14,Breakfast,0.0,0.0,244.0,0.0,44.0,132.8,0.0,Navy Elementary,Region 1,1,ES,Chantilly,1,0,NAVY ES,0.0,-244.0,44.0,0.0,0.0,2025,5,20,14
332,2025-05-14,Lunch,34.0,0.0,1914.0,2836.0,1668.0,856.72,5.24,Navy Elementary,Region 1,1,ES,Chantilly,1,0,NAVY ES,25.19764705882353,-1880.0,2836.0,0.0,0.1541176470588235,2025,5,20,14
71,2025-05-14,Lunch,46.0,118.0,5242.0,11974.0,1064.0,2441.94,11.58,Kilmer Middle,Region 5,5,MS,Marshall,5,0,KILMER MS,53.08565217391305,-5196.0,11974.0,101.47457627118644,0.2517391304347826,2025,5,20,14
270,2025-05-14,Breakfast,0.0,0.0,1146.0,0.0,228.0,342.44,0.0,HERNDON HS,Region 1,1,HS,Herndon,4,0,HERNDON HS,0.0,-1146.0,228.0,0.0,0.0,2025,5,20,14
270,2025-05-14,Lunch,0.0,0.0,10364.0,0.0,2160.0,3491.4,0.0,HERNDON HS,Region 1,1,HS,Herndon,4,0,HERNDON HS,0.0,-10364.0,2160.0,0.0,0.0,2025,5,20,14
96,2025-05-14,Lunch,0.0,24.0,3520.0,0.0,530.0,1368.78,0.0,Beech Tree Elementary,Region 2,2,ES,Falls Church,2,1,BEECH TREE ES,0.0,-3520.0,530.0,22.083333333333332,0.0,2025,5,20,14
217,2025-05-14,Breakfast,2.0,0.0,344.0,2222.0,224.0,160.58,0.94,Fort Hunt Elementary,Region 3,3,ES,Mount Vernon,6,0,FORT HUNT ES,80.29,-342.0,2222.0,0.0,0.47,2025,5,20,14
217,2025-05-14,Lunch,0.0,0.0,1280.0,0.0,758.0,511.1,0.0,Fort Hunt Elementary,Region 3,3,ES,Mount Vernon,6,0,FORT HUNT ES,0.0,-1280.0,758.0,0.0,0.0,2025,5,20,14
70,2025-05-14,Breakfast,0.0,0.0,636.0,0.0,256.0,298.28,0.0,MARSHALL HS,Region 5,5,HS,Marshall,5,0,MARSHALL HS,0.0,-636.0,256.0,0.0,0.0,2025,5,20,14
65,2025-05-14,Breakfast,0.0,0.0,232.0,0.0,242.0,103.66,0.0,Stenwood Elementary,Region 5,5,ES,Marshall,5,0,STENWOOD ES,0.0,-232.0,242.0,0.0,0.0,2025,5,20,14
411,2025-05-14,Breakfast,0.0,16.0,428.0,0.0,60.0,129.46,0.0,Liberty Middle,Region 4,4,MS,Westfield,8,0,LIBERTY MS,0.0,-428.0,60.0,3.75,0.0,2025,5,20,14
138,2025-05-14,Lunch,46.0,0.0,2510.0,15868.0,926.0,1212.5,30.6,Mantua Elementary,Region 5,5,ES,Chantilly,1,0,MANTUA ES,26.35869565217391,-2464.0,15868.0,0.0,0.6652173913043479,2025,5,20,14
374,2025-05-14,Lunch,0.0,20.0,2576.0,0.0,168.0,1035.1,0.0,Orange Hunt Elementary,Region 4,4,ES,South County,7,0,ORANGE HUNT ES,0.0,-2576.0,168.0,8.4,0.0,2025,5,20,14
90,2025-05-14,Lunch,0.0,70.0,10492.0,0.0,1922.0,3977.4,0.0,FALLS CHURCH HS,Region 2,2,HS,Falls Church,2,1,FALLS CHURCH HS,0.0,-10492.0,1922.0,27.457142857142856,0.0,2025,5,20,14
26,2025-05-14,Breakfast,8.0,102.0,378.0,3062.0,140.0,140.2,3.64,Churchill Road Elementary,Region 1,1,ES,Marshall,5,0,CHURCHILL ROAD ES,17.525,-370.0,3062.0,30.019607843137255,0.4549999999999999,2025,5,20,14
